DISTCODE地区代码,County Name,County Name,City Name,City Name,Province Name,Province Name,C1997,C1998,C1999,C2000,C2001,C2002,C2003,C2004,C2005,C2006,C2007,C2008,C2009,C2010,C2011,C2012,C2013,C2014,C2015,C2016,C2017
450329,资源县,Ziyuan County,桂林市,Guilin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.036312987,0.038530851,0.039203663,0.040694089,0.039072784,0.046488989,0.081399592,0.095461763,0.115210914,0.126441296,0.131384262,0.142610953,0.155702648,0.17162278,0.203159937,0.231308685,0.28936168,0.28368874,0.247069264,0.242756215,0.267373864
450330,平乐县,Pingle County,桂林市,Guilin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.269864462,0.30405867,0.336361982,0.361583941,0.35578904,0.416855947,0.476702209,0.52200381,0.616009872,0.69340832,0.770051859,0.814540697,0.88931559,0.985034931,1.169737228,1.196205405,1.325373644,1.328428788,1.174409257,1.193258531,1.346761279
450331,荔浦县,Lipu County,桂林市,Guilin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.426600003,0.397174892,0.412046831,0.429690021,0.416731916,0.494805762,0.560752746,0.608020593,0.70484253,0.773735732,0.789579084,0.832671082,0.909110345,1.00233025,1.228051654,1.248241927,1.372212765,1.509470103,1.387628845,1.406624454,1.546379308
450332,恭城瑶族自治县,Gongcheng Yao Autonomous County,桂林市,Guilin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.214308696,0.202566175,0.20228001,0.219719823,0.217234013,0.248315807,0.324506803,0.361439149,0.418560864,0.463688922,0.509830366,0.541258313,0.606878228,0.747423858,1.023637644,1.07309461,1.187284977,1.187210616,1.063384509,1.077494925,1.169566782
450403,万秀区,Wanxiu District,梧州市,Wuzhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.36825093,0.349709352,0.350654984,0.374442142,0.354455498,0.374018662,0.424774883,0.463141345,0.561119824,0.630081418,0.648218958,0.703547367,0.768133064,0.846938462,1.010783388,1.022961864,1.118587599,1.095341114,0.971689495,0.979077117,1.076631552
450404,蝶山区,Dieshan District,梧州市,Wuzhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.617631143,0.557859708,0.554704604,0.576499601,0.544085189,0.573036477,0.648077979,0.708710827,0.828781544,0.940128228,0.963201582,1.005130839,1.097401919,1.209607995,1.430271035,1.447821025,1.583162288,1.560743457,1.387592319,1.41597878,1.561243686
450405,长洲区,Changzhou District,梧州市,Wuzhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.341093782,0.311876524,0.321796732,0.336574031,0.318049798,0.335254429,0.385010715,0.438516933,0.564998979,0.788823685,0.903770898,0.943222208,1.029810072,1.140958883,1.344366988,1.36310303,1.491218828,1.488042452,1.376339676,1.440942204,1.58826481
450421,苍梧县,Cangwu County,梧州市,Wuzhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.339386761,0.332258785,0.353241337,0.42064689,0.418865583,0.446771822,0.543755513,0.642595967,0.7839773,0.967754057,1.022420013,1.100204807,1.204100478,1.36154072,1.724664833,1.74734832,1.955793516,1.921550577,1.696800493,1.697942729,1.845676101
450422,藤县,Teng County,梧州市,Wuzhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.47548287,0.490849533,0.545584307,0.573249725,0.552886567,0.589750041,0.685347141,0.760995538,0.908692145,1.023430729,1.119419379,1.214735774,1.377908085,1.556312619,1.962938832,2.032914598,2.253482152,2.225560992,1.980975265,2.002788909,2.167591416
450423,蒙山县,Mengshan County,梧州市,Wuzhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.141527538,0.139046113,0.13830181,0.143559704,0.143622487,0.15604008,0.173558901,0.191598167,0.223633307,0.255432669,0.267225824,0.293181586,0.320095676,0.355219242,0.447704305,0.455954156,0.508985114,0.515493508,0.448090336,0.451446662,0.498081593
450481,岑溪市,Cenxi City,梧州市,Wuzhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.780418849,0.761682325,0.810481279,0.857543156,0.841998501,0.891436893,1.021237412,1.11450765,1.300680795,1.46841909,1.595289354,1.681924833,1.836808448,2.026479211,2.478363116,2.570731086,2.833246382,2.874775439,2.545997222,2.566038733,2.812243881
450502,海城区,Haicheng District,北海市,Beihai City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.76412456,0.687412714,0.673540706,0.699147065,0.659836646,0.694947179,0.841752871,0.910428616,1.046984034,1.147321949,1.156775809,1.215841285,1.327455599,1.463183978,1.727486498,1.749252096,1.914158742,1.927137605,1.717448777,1.710118344,1.844026263
450503,银海区,Yinhai District,北海市,Beihai City,广西壮族自治区,Guangxi Zhuang Autonomous Region,1.101493933,1.026232912,1.140309317,1.21079046,1.143245669,1.204500203,1.441178221,1.559096356,1.80167371,1.988634709,2.080286184,2.346558203,2.563662205,2.831376744,3.47409762,3.52547434,3.857808783,5.288897432,5.121503056,5.282784792,5.72319806
450512,铁山港区,Tieshangang District,北海市,Beihai City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.422099676,0.382795626,0.40918823,0.432515999,0.408864017,0.431041409,0.497441952,0.541231091,0.622410479,0.684483052,0.708710904,0.790882756,0.863727248,0.995146041,1.442184735,1.528414175,1.679616181,1.817055585,1.988567109,2.370573863,3.304941562
450521,合浦县,Hepu County,北海市,Beihai City,广西壮族自治区,Guangxi Zhuang Autonomous Region,1.668690372,1.607685786,1.750007947,1.861613293,1.787879935,1.926273355,2.202934941,2.383170868,2.741399098,3.007602804,3.148977229,3.405637991,3.720931189,4.105642624,4.910011987,5.003121176,5.471156281,5.442307852,4.87712924,4.872595631,5.306461195
450602,港口区,Gangkou District,防城港市,Fangchenggang City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.228120045,0.213455329,0.213986659,0.2228284,0.215367054,0.231321343,0.266341961,0.304600608,0.368325802,0.469214088,0.510891628,0.628593703,0.704886407,0.831239634,1.149672049,1.305672478,1.459992747,0.930232902,0.950973313,1.062335722,1.304168268
450603,防城区,Fangcheng District,防城港市,Fangchenggang City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.658754825,0.602253949,0.59758361,0.630051892,0.601294147,0.645508738,0.759417651,0.832844851,0.976577364,1.113533434,1.183519616,1.343196182,1.492090027,1.709575752,2.107784343,2.262636803,2.484902105,2.437327997,2.163692925,2.159073822,2.349960287
450621,上思县,Shangsi County,防城港市,Fangchenggang City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.305556714,0.28618929,0.31676015,0.33290026,0.315649422,0.336939831,0.394990741,0.433288462,0.522134312,0.599905512,0.704253602,0.829354548,0.918042125,1.074704508,1.342485878,1.40530338,1.547078817,1.535598069,1.368349157,1.371436289,1.483597053
450681,东兴市,Dongxing City,防城港市,Fangchenggang City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.181720118,0.181067078,0.23072989,0.247838309,0.241237771,0.271630526,0.357877517,0.400231031,0.466274475,0.525740786,0.564803748,0.635005668,0.69450623,0.765517422,0.948393223,0.998212787,1.096729343,1.170023509,1.070674404,1.079780717,1.218903318
450702,钦南区,Qinnan District,钦州市,Qinzhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,1.121512631,1.155646313,1.243082807,1.359154328,1.363013412,1.511805059,1.916944803,2.174369344,2.680690317,3.131281518,3.70274385,4.367653891,4.823885296,5.411040077,6.722461978,6.844071776,7.519934127,7.629871644,7.210159678,7.28613499,7.88158573
450703,钦北区,Qinbei District,钦州市,Qinzhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.504347039,0.457344446,0.459145676,0.478720747,0.458071722,0.486378755,0.545938644,0.5926725,0.686222584,0.765660489,0.80571027,0.849695955,0.942664869,1.074704508,1.366940314,1.400226646,1.538404905,1.524763461,1.360869272,1.351582408,1.473948087
450721,灵山县,Lingshan County,钦州市,Qinzhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.630511391,0.626963951,0.669184744,0.71680943,0.692508428,0.774301495,0.896175204,0.97333893,1.125149014,1.269300611,1.356717609,1.494209021,1.644654482,1.844213158,2.299344098,2.341326177,2.581355998,2.543217606,2.279883629,2.289877052,2.500300178
450722,浦北县,Pubei County,钦州市,Qinzhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.301832305,0.294705166,0.316624027,0.345051967,0.330185032,0.393400778,0.473895327,0.514245434,0.593510771,0.652607095,0.662652124,0.69602989,0.761373879,0.841882907,1.015799683,1.048662829,1.150854549,1.142479096,1.017096251,1.02167267,1.105321913
450802,港北区,Gangbei District,贵港市,Guigang City,广西壮族自治区,Guangxi Zhuang Autonomous Region,1.09590732,1.025953703,1.055231923,1.104533671,1.073768124,1.136803247,1.3633652,1.49989657,1.763657988,1.996284939,2.183653123,2.343683874,2.571628387,2.851066799,3.422680599,3.515638168,3.844624437,3.885230924,3.556354896,3.630291816,4.070939174
450803,港南区,Gangnan District,贵港市,Guigang City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.757606844,0.710028648,0.708932902,0.737297773,0.734381651,0.783571203,0.878086406,0.951581744,1.100128462,1.211498876,1.249317873,1.379235849,1.506573995,1.661947105,2.022193814,2.04655832,2.240644763,2.307934244,2.059884025,2.115474506,2.313030246
450804,覃塘区,Qintang District,贵港市,Guigang City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.625855879,0.615655984,0.634609291,0.668767796,0.674105547,0.722896752,0.842688499,0.923246804,1.093145983,1.22594931,1.304715761,1.44600873,1.580925027,1.745230717,2.083956943,2.112238563,2.309689097,2.344341033,2.10972754,2.137540363,2.411501591
450821,平南县,Pingnan County,贵港市,Guigang City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.857389966,0.816407301,0.863433448,0.911236746,0.881604703,0.944246137,1.105132011,1.21789645,1.418219202,1.593372842,1.663422388,1.824535785,1.99975308,2.206882691,2.668041761,2.7614259,3.057380249,3.103366271,2.78440054,2.877710819,3.205927323
450881,桂平市,Guiping City,贵港市,Guigang City,广西壮族自治区,Guangxi Zhuang Autonomous Region,1.127719979,1.103434218,1.146707136,1.201747329,1.164849051,1.23666328,1.398139356,1.51878653,1.747753451,1.923607757,1.948265165,2.082562114,2.303192194,2.555982051,3.20415826,3.262753365,3.582672317,3.532187875,3.152977695,3.19225786,3.501779371
450902,玉州区,Yuzhou District,玉林市,Yulin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,1.808666074,1.67497517,1.695422292,1.77556225,1.686264024,1.778660282,1.985089672,2.164249723,2.568970642,2.888386725,3.082754467,3.289559309,3.594920674,3.997613401,4.765166477,4.867635842,5.348680654,5.563266516,5.569909581,5.861782062,6.583569748
450921,容县,Rong County,玉林市,Yulin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.636718739,0.607000503,0.616640946,0.647996855,0.622897529,0.666997606,0.76253641,0.829302984,0.956793671,1.098232975,1.178001053,1.268684723,1.385874267,1.528640108,1.81244999,1.841902488,2.017551765,2.014687668,1.822832844,1.835223117,2.007305818
450922,陆川县,Luchuan County,玉林市,Yulin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.852889639,0.802167639,0.805172449,0.848358726,0.810260199,0.858571565,0.978198548,1.07183658,1.232795576,1.360890861,1.429944702,1.535776244,1.67676061,1.849534794,2.302165764,2.335932147,2.56157948,2.661672056,2.530566785,2.491688286,2.762508766
450923,博白县,Bobai County,玉林市,Yulin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.756055007,0.703188026,0.744461221,0.794382538,0.787323274,0.85281311,0.973052596,1.059187053,1.221352067,1.353665644,1.381763397,1.480500681,1.616652146,1.791262874,2.287430398,2.34418184,2.58898904,2.584857139,2.279453835,2.275555196,2.469688293
450924,兴业县,Xingye County,玉林市,Yulin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.678773523,0.645950168,0.657886466,0.692647314,0.667837899,0.717138297,0.804951523,0.876021903,1.012071635,1.11672103,1.182246102,1.283719676,1.401565232,1.545403264,1.835336835,1.859988352,2.035940457,2.134006383,1.9584725,2.043957567,2.34077774
450981,北流市,Beiliu City,玉林市,Yulin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,1.052455883,1.017996245,1.026782043,1.075991289,1.020293084,1.078656899,1.211793546,1.313695534,1.510737058,1.697075955,1.835559118,1.990804679,2.174526285,2.399259853,2.877785584,2.941332655,3.242308038,3.279251752,2.952629078,3.031870272,3.331738289
451002,右江区,Youjiang District,百色市,Baise City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.847768577,0.856054988,0.917610732,0.981886207,0.963750898,1.093404161,1.320326336,1.434793671,1.656981215,1.832655026,1.849143274,1.933539196,2.112003826,2.425069791,2.869947623,2.911189548,3.205877611,3.183131332,2.82050774,2.857929742,3.092612784
451021,田阳县,Tianyang County,百色市,Baise City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.464464827,0.424118567,0.442674692,0.461058381,0.441402445,0.472193293,0.542196134,0.590648576,0.692817149,0.810499336,0.862593924,0.902981598,0.985875372,1.1114238,1.386691975,1.432273528,1.619592715,1.689399751,1.507244677,1.523554754,1.671832599
451022,田东县,Tiandong County,百色市,Baise City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.635787636,0.577823156,0.607384526,0.633866963,0.621430633,0.685115671,0.80588715,0.874166639,1.008386438,1.12139617,1.15083274,1.266252599,1.396495843,1.547531918,1.908386627,1.960571141,2.15980391,2.183102268,1.937068281,1.937496724,2.135990639
451023,平果县,Pingguo County,百色市,Baise City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.880512338,0.812777583,0.84464836,0.882694364,0.835997562,0.896773997,1.12618363,1.219245733,1.424619809,1.57233471,1.673398252,1.80242556,1.973681939,2.179476262,2.654560468,2.689082443,2.950864619,2.96009484,2.645863779,2.66264526,2.884234405
451024,德保县,Debao County,百色市,Baise City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.107387123,0.099258822,0.1016845,0.105550295,0.103482869,0.114326395,0.159836364,0.185357734,0.309556598,0.509590301,0.665411406,0.725215387,0.792755808,0.900953073,1.151866678,1.171773624,1.282004088,1.270143857,1.118311894,1.117184121,1.219681375
451025,靖西县,Jingxi County,百色市,Baise City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.128336923,0.131088655,0.163756966,0.174786766,0.185229002,0.208989774,0.246070032,0.276265668,0.34854211,0.414599949,0.69448999,0.781154257,0.866624041,0.978915049,1.334334399,1.359612775,1.506831868,1.505143277,1.343546778,1.377984509,1.497703009
451026,那坡县,Napo County,百色市,Baise City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.066418625,0.061705203,0.063842076,0.067682183,0.065476919,0.069803708,0.080619903,0.090907933,0.109586139,0.127716335,0.132233271,0.138631112,0.151598857,0.177742662,0.314772494,0.362986468,0.410449482,0.410181964,0.366112192,0.370596412,0.402519437
451027,凌云县,Lingyun County,百色市,Baise City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.039727028,0.051653677,0.05866937,0.064432308,0.066410398,0.076404864,0.13020816,0.1408314,0.161954737,0.177442828,0.177655294,0.185283687,0.206396533,0.239207564,0.292512687,0.296354337,0.326139064,0.319382614,0.284507969,0.285875029,0.309641332
451028,乐业县,Leye County,百色市,Baise City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.029795271,0.02680407,0.037025682,0.051008911,0.066677107,0.073314961,0.097461198,0.105581385,0.121417563,0.134516539,0.136053815,0.144821975,0.15908224,0.209938563,0.295647871,0.307142396,0.369855577,0.364091931,0.324251498,0.32439015,0.348182769
451029,田林县,Tianlin County,百色市,Baise City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.140130885,0.134718373,0.141024287,0.147092177,0.144289259,0.15646143,0.177613286,0.193116111,0.223633307,0.245869882,0.30330874,0.339613059,0.379238543,0.436640282,0.525770392,0.538133785,0.590172924,0.575620404,0.506811209,0.505788909,0.545448232
451030,西林县,Xilin County,百色市,Baise City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.05027952,0.047605145,0.05404116,0.057791259,0.08894726,0.097331931,0.109312479,0.118736893,0.141007298,0.154917151,0.158128069,0.165605587,0.180808191,0.225903473,0.284674726,0.290325715,0.317465153,0.308985122,0.272820293,0.271838925,0.293470285
451031,隆林各族自治县,Longlin Multinational Autonomous County,百色市,Baise City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.32510986,0.310061665,0.347388012,0.365964207,0.350321518,0.376968114,0.466254369,0.505643755,0.58148539,0.637094129,0.64057787,0.686743595,0.752924898,0.865032027,1.028653938,1.041047728,1.138364117,1.11057498,0.975279028,0.972843096,1.048580502
451102,八步区,Babu District,贺州市,Hezhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,1.069991641,1.0135289,1.075922745,1.172498452,1.140711939,1.230202575,1.426364118,1.553361904,1.796824766,1.986297139,2.096417369,2.222298737,2.435720494,2.733724713,3.31733841,3.363653449,3.702025336,3.64264969,3.252939657,3.253136895,3.544572677
451121,昭平县,Zhaoping County,贺州市,Hezhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.186375629,0.171853178,0.170018663,0.177895342,0.170159976,0.183006502,0.208333056,0.23022139,0.310332429,0.343622817,0.351490044,0.371893988,0.406033882,0.448880046,0.561511492,0.571767146,0.632848567,0.620570147,0.549166276,0.550465182,0.595068527
451122,钟山县,Zhongshan County,贺州市,Hezhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.477655442,0.463487045,0.470716201,0.494687525,0.476341249,0.508710324,0.577438103,0.678014642,0.806088485,0.890826747,0.916293792,0.969975581,1.0619162,1.184330221,1.42933048,1.448455617,1.593224025,1.601445537,1.472276666,1.547285227,1.730598996
451123,富川瑶族自治县,Fuchuan Yao Autonomous County,贺州市,Hezhou City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.141372355,0.144351086,0.147285983,0.156276607,0.148956656,0.158287282,0.200848036,0.217909183,0.272510665,0.301121541,0.309039556,0.330547867,0.379962741,0.440631509,0.572798155,0.603814028,0.695300729,0.6898842,0.613018656,0.621898096,0.683382853
451202,金城江区,Jinchengjiang District,河池市,Hechi City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.574645257,0.580056829,0.608337392,0.634997354,0.603161106,0.638205332,0.714507532,0.77583765,0.89608489,0.983692036,0.998435487,1.082958831,1.184064324,1.352760019,1.635625601,1.65914007,1.851012668,1.835998307,1.642453267,1.682589693,1.852019358
451221,南丹县,Nandan County,河池市,Hechi City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.427996656,0.412670995,0.488684547,0.518284445,0.492877171,0.521772185,0.600516915,0.649511041,0.752944057,0.827074833,0.827147766,0.863404295,0.942664869,1.039049543,1.259717015,1.275212075,1.394764934,1.360147033,1.20055625,1.203079222,1.295445146
451222,天峨县,Tian'e County,河池市,Hechi City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.051210622,0.046627914,0.089841727,0.113321735,0.164692453,0.201967268,0.348209367,0.376618581,0.433107697,0.474526748,0.473959703,0.493721329,0.539044982,0.596821543,0.711686815,0.72026161,0.787591145,0.770209039,0.678418325,0.675162857,0.727698066
451223,凤山县,Fengshan County,河池市,Hechi City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.040813314,0.043417009,0.046009854,0.048606829,0.046673975,0.049719341,0.061127663,0.067126823,0.078940812,0.08691511,0.100607657,0.115194273,0.127700311,0.15273097,0.18466235,0.186887264,0.20435735,0.199245881,0.175843152,0.177218265,0.193597195
451224,东兰县,Donglan County,河池市,Hechi City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.029484904,0.027502093,0.032261348,0.034759535,0.035072158,0.039747383,0.058320781,0.063247635,0.073122079,0.083302501,0.097211618,0.101485934,0.116113138,0.135435651,0.165537726,0.167532216,0.183193006,0.178732694,0.158266103,0.157937362,0.170367546
451225,罗城仫佬族自治县,Luocheng Mulao Autonomous County,河池市,Hechi City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.222378248,0.21317612,0.216573012,0.226219574,0.215633763,0.22795054,0.270084471,0.342380528,0.4119663,0.452426084,0.458465275,0.481118501,0.525285213,0.57899406,0.68691886,0.695512533,0.76261028,0.747663178,0.65918074,0.657427451,0.711928896
451226,环江毛南族自治县,Huanjiang Maonan Autonomous County,河池市,Hechi City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.067349728,0.07454882,0.080585307,0.084920652,0.080545945,0.084831871,0.094498377,0.102376838,0.117926323,0.129203879,0.148152204,0.178429518,0.19480936,0.2152602,0.253636402,0.256692354,0.280687769,0.273232133,0.240947243,0.240278989,0.259247208
451227,巴马瑶族自治县,Bama Yao Autonomous County,河池市,Hechi City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.118249983,0.11768662,0.118155484,0.127310328,0.126419794,0.134972562,0.150636027,0.164275189,0.191436317,0.221431649,0.25640095,0.319713857,0.350029209,0.400985317,0.489088736,0.495933435,0.542986846,0.534150728,0.474010774,0.473307258,0.509700942
451228,都安瑶族自治县,Du'an Yao Autonomous County,河池市,Hechi City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.232154822,0.216666233,0.232363376,0.254620657,0.250172504,0.296630647,0.426178325,0.461792062,0.537263018,0.592892802,0.607466489,0.659105814,0.719611773,0.793189933,0.958425812,0.974415597,1.065503262,1.04695251,0.92306424,0.921553841,0.995406629
451229,大化瑶族自治县,Dahua Yao Autonomous County,河池市,Hechi City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.354594764,0.390753084,0.39067539,0.405527905,0.382726591,0.404355887,0.44894526,0.485573173,0.558404415,0.612230882,0.627418218,0.656673689,0.717921977,0.791859524,0.935852486,0.947128153,1.036705877,1.012264175,0.897713792,0.896449836,0.96746948
451281,宜州市,Yizhou City,河池市,Hechi City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.669617684,0.65865418,0.759434843,0.794241239,0.76251939,0.827391639,0.963696321,1.044344941,1.216115208,1.336452627,1.343557958,1.403557097,1.540852717,1.701327216,2.02501548,2.054490716,2.247930848,2.234745053,1.988866933,2.012464835,2.173943592
451302,兴宾区,Xingbin District,来宾市,Laibin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.22579229,0.210663238,0.223379204,0.237523487,0.247505419,0.319243116,0.407153899,0.440540857,0.506811649,0.555491679,0.554827883,0.580614514,0.633914967,0.700593456,0.841169923,0.853208577,0.939211114,0.915166383,0.809871628,0.809186956,0.873012777
451321,忻城县,Xincheng County,来宾市,Laibin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.192893344,0.225600923,0.287901899,0.31057503,0.315649422,0.337642081,0.394522928,0.449142535,0.543857582,0.620731138,0.752434907,1.013974929,1.11478268,1.229830214,1.534045633,1.557288098,1.743109212,1.79228207,1.596313465,1.602202644,1.766351376
451322,象州县,Xiangzhou County,来宾市,Laibin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.355836234,0.37246489,0.442266321,0.465721246,0.451804074,0.483429303,0.555138981,0.631633043,0.742858253,0.865750994,1.008411352,1.417707641,1.551957092,1.718888616,2.172996174,2.211869465,2.441879505,2.476216151,2.203486486,2.23956968,2.477216603
451323,武宣县,Wuxuan County,来宾市,Laibin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.107542307,0.116709388,0.135307086,0.146385683,0.140688695,0.15618053,0.174806404,0.189911564,0.225378927,0.248207453,0.251731396,0.264438294,0.290162144,0.323289422,0.386881731,0.430253191,0.488167727,0.476791701,0.421847045,0.422969744,0.456645825
451324,金秀瑶族自治县,Jinxiu Yao Autonomous County,来宾市,Laibin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.511019938,0.462509813,0.466632486,0.485503095,0.458205076,0.493401261,0.582584055,0.630452421,0.725014138,0.794348851,0.793611881,0.82758573,0.904040957,0.99647645,1.180083336,1.19430163,1.305944083,1.287046512,1.148143418,1.184768007,1.270119118
451381,合山市,Heshan City,来宾市,Laibin City,广西壮族自治区,Guangxi Zhuang Autonomous Region,3.301385113,1.168640173,2.130218659,1.93585695,2.74046163,2.552312023,3.121639773,3.919437048,5.573403144,6.209725135,6.814475944,7.361447001,7.6402291,8.108541283,8.290018051,8.364816246,7.884710974,8.116665374,8.03737934,8.329324047,8.333624688
451402,江州区,Jiangzhou District,崇左市,Chongzuo City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.406115754,0.384331276,0.42021426,0.44424381,0.470073601,0.520086783,0.653067993,0.757622331,0.93778581,1.162197395,1.487889618,1.822545865,2.004581069,2.293093204,2.997549621,3.066347225,3.384213227,3.327671659,3.009537601,3.071544681,3.40399913
451421,扶绥县,Fusui County,崇左市,Chongzuo City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.643546822,0.62445107,0.680483022,0.742243236,0.750384157,0.798037565,0.929701856,1.092244483,1.338502559,1.527070851,1.813060359,2.043648117,2.271327466,2.592967425,3.35307951,3.453765474,3.809234879,3.770238552,3.375797169,3.394479397,3.700441518
451422,宁明县,Ningming County,崇左市,Chongzuo City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.338610843,0.312853755,0.31567116,0.335161042,0.324717509,0.34859719,0.406062334,0.461792062,0.537844892,0.607555742,0.634847054,0.683205959,0.752442099,0.883125591,1.08979003,1.12449654,1.255635397,1.231359503,1.093518602,1.089951335,1.173737883
451423,龙州县,Longzhou County,崇左市,Chongzuo City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.206083959,0.192654254,0.214258907,0.223958791,0.217900784,0.235113496,0.275074484,0.301564721,0.35028773,0.388886676,0.439999312,0.516052657,0.572599506,0.633008672,0.780660868,0.796729913,0.882310256,0.876592257,0.766877791,0.765905251,0.846246533
451424,大新县,Daxin County,崇左市,Chongzuo City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.224085269,0.221831601,0.262582866,0.274543805,0.26524153,0.283568786,0.320452418,0.369028865,0.436017063,0.505552679,0.570110059,0.614885363,0.671331883,0.75061684,0.912965641,0.928090401,1.034971094,1.01202766,0.89524693,0.897200485,0.969543779
451425,天等县,Tiandeng County,崇左市,Chongzuo City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.071694871,0.073292379,0.079496316,0.090996506,0.091347636,0.098736432,0.125997836,0.137964173,0.163506399,0.18551807,0.264891048,0.300256859,0.329510255,0.381827425,0.49441855,0.502596648,0.562763364,0.551386055,0.48987052,0.492356048,0.534136962
451481,凭祥市,Pingxiang City,崇左市,Chongzuo City,广西壮族自治区,Guangxi Zhuang Autonomous Region,0.282123974,0.258687197,0.263535733,0.274685104,0.265108176,0.280478884,0.32700181,0.367510922,0.434465401,0.484302041,0.497731976,0.546564768,0.59722225,0.723476493,0.955604146,0.995039828,1.105056298,1.06932249,0.973037905,0.993794224,1.187035695
520102,南明区,Nanming District,贵阳市,Guiyang City,贵州省,Guizhou Province,3.097880545,2.890265037,2.711613719,2.754871833,2.549320777,2.69328699,3.065351919,3.262892869,3.615140748,3.910239521,3.905919799,4.086144884,4.464036719,4.761943936,5.113900937,5.074032641,4.931635943,4.863683852,4.366465943,4.410536529,4.551741402
520103,云岩区,Yunyan District,贵阳市,Guiyang City,贵州省,Guizhou Province,2.836411478,2.624938161,2.571444768,2.603752103,2.403712621,2.490524636,2.72708095,2.903935697,3.224831334,3.488069707,3.485835362,3.611909446,3.945943388,4.207146556,4.47976362,4.45074306,4.366100161,4.323084953,3.89211687,3.818595979,3.940960248
520111,花溪区,Huaxi District,贵阳市,Guiyang City,贵州省,Guizhou Province,4.061776016,3.714031433,3.539518093,3.668227228,3.430980513,3.653612284,4.180025344,4.493921186,5.019144754,5.452860024,5.656160664,6.240883229,6.820307112,7.532719272,8.616957081,8.657736878,9.432153304,10.25858241,10.08279737,10.91454691,11.67142158
