DISTCODE地区代码,County Name,County Name,City Name,City Name,Province Name,Province Name,C1997,C1998,C1999,C2000,C2001,C2002,C2003,C2004,C2005,C2006,C2007,C2008,C2009,C2010,C2011,C2012,C2013,C2014,C2015,C2016,C2017
150524,库伦旗,Kulunqi ,通辽市,Tongliao City,内蒙古自治区,Inner Mongolia Autonomous Region,0.195039132,0.13570804,0.160829344,0.169950882,0.188941526,0.192872507,0.228295365,0.272515555,0.46244843,0.544864514,0.617674376,0.820154044,1.183284978,1.507264069,1.837146477,1.832628925,1.834905956,1.83187064,1.748301478,1.752832633,1.745310447
150525,奈曼旗,Naimanqi ,通辽市,Tongliao City,内蒙古自治区,Inner Mongolia Autonomous Region,0.599757739,0.4329577,0.518989623,0.598022653,0.693248689,0.733508979,0.872472254,1.037634911,1.601236907,2.078014191,2.716932559,3.105301837,3.248593576,3.593959111,4.136883794,4.016783673,4.04272319,4.045106319,3.861389954,3.872610626,3.859780871
150526,扎鲁特旗,Zhaluteqi ,通辽市,Tongliao City,内蒙古自治区,Inner Mongolia Autonomous Region,0.417870101,0.301664259,0.359086715,0.378054003,0.417775119,0.434606048,0.548186438,0.645361544,1.094535039,1.342546163,1.660625907,2.141072978,2.318213397,2.706489675,3.454412114,3.421937859,3.449144228,3.444314633,3.286607551,3.297031303,3.285348322
150581,霍林郭勒市,Huolinguole City,通辽市,Tongliao City,内蒙古自治区,Inner Mongolia Autonomous Region,0.744672311,0.493781063,0.562346843,0.566989731,0.616838513,0.617983293,0.742249063,0.957530241,1.694537906,2.118829497,2.620525274,3.040025221,3.230701649,4.015653146,4.754472603,4.952849994,5.014345237,5.469668297,5.424708825,5.564168469,5.844944627
150602,东胜区,Dongsheng District,鄂尔多斯市,Ordos City,内蒙古自治区,Inner Mongolia Autonomous Region,1.448897576,1.078306659,1.367049425,1.399219668,1.642322616,1.695299878,2.08588409,2.57213168,4.038126239,7.14109339,9.419534232,11.20239969,11.99484425,14.79328167,20.64356679,23.94726732,23.9170697,24.00504034,23.00894517,23.36522673,23.33164651
150621,达拉特旗,Dalateqi ,鄂尔多斯市,Ordos City,内蒙古自治区,Inner Mongolia Autonomous Region,2.813427079,1.915608918,2.244569902,2.259561781,2.525108235,2.574798508,3.115410602,3.678693865,5.386012212,6.213833053,6.981807185,8.233712482,8.685804973,10.19872866,12.95975272,12.9721044,12.96294344,12.95734539,12.37477466,12.42019077,12.38411178
150622,准格尔旗,Zhunge'erqi ,鄂尔多斯市,Ordos City,内蒙古自治区,Inner Mongolia Autonomous Region,3.054372368,2.130779738,2.645902113,2.816876543,3.264996901,3.313055118,4.012632202,5.054578064,8.141895078,10.16736997,11.77546116,14.35432768,15.32709467,18.82433674,25.18056162,26.27111637,26.31932539,26.49188198,25.4508081,25.71347734,25.67858844
150623,鄂托克前旗,Etuokeqianqi ,鄂尔多斯市,Ordos City,内蒙古自治区,Inner Mongolia Autonomous Region,0.173947114,0.119521178,0.151935556,0.18345933,0.216330109,0.227095013,0.269004568,0.340112187,0.591520958,0.733486702,1.120160828,1.54099438,1.892675686,2.989035301,4.30389711,4.983765946,4.978422591,4.97296767,4.742235118,4.758600687,4.73736473
150624,鄂托克旗,Etuokeqi ,鄂尔多斯市,Ordos City,内蒙古自治区,Inner Mongolia Autonomous Region,1.763044575,1.167743162,1.36130552,1.374210785,1.570675672,1.662462097,2.337540987,3.401654126,5.03087837,5.827078314,6.326988877,7.388380316,7.845851559,9.164675399,11.21452364,11.25684159,11.39032982,11.36706445,10.83602511,10.86274186,10.81510284
150625,杭锦旗,Hangjinqi ,鄂尔多斯市,Ordos City,内蒙古自治区,Inner Mongolia Autonomous Region,0.262037308,0.182797095,0.229385631,0.237858216,0.26951953,0.297518205,0.39113218,0.459869999,0.672652261,0.772716947,0.854310437,1.045824628,1.203594732,1.597551205,2.246869792,2.311253662,2.43817833,2.432605539,2.319141394,2.324745799,2.314371888
150626,乌审旗,Wushenqi ,鄂尔多斯市,Ordos City,内蒙古自治区,Inner Mongolia Autonomous Region,0.204716647,0.150913881,0.184175539,0.211754053,0.326876779,0.392668642,0.535927416,0.682087273,1.364849791,1.7213756,2.23614818,2.932785068,3.165420296,3.94501674,5.319794655,5.72116865,6.226021793,6.256857559,5.996688232,6.076441271,6.069298762
150627,伊金霍洛旗,Yijinhuoluoqi ,鄂尔多斯市,Ordos City,内蒙古自治区,Inner Mongolia Autonomous Region,1.370236755,0.972519789,1.146928157,1.169576049,1.320804473,1.403320576,1.902230069,2.436938416,3.88471432,5.432794539,6.623722986,8.836122388,9.42711101,12.00128477,16.86173649,19.20453129,19.77741239,19.99569419,19.13076761,19.26494638,19.21379118
150702,海拉尔区,Hailaer District,呼伦贝尔市,Hulunbeir City,内蒙古自治区,Inner Mongolia Autonomous Region,2.371735405,1.653185538,2.041309775,2.065879842,2.261741213,2.521189842,3.038849543,3.522742581,4.88594836,5.400697065,6.197611136,7.623842392,8.066357464,9.423852589,11.41638146,11.27458964,11.22953322,11.71558044,11.31784738,11.65244608,11.91876419
150721,阿荣旗,Arongqi ,呼伦贝尔市,Hulunbeir City,内蒙古自治区,Inner Mongolia Autonomous Region,0.585117397,0.43115916,0.50231377,0.601308492,0.708332256,0.739839153,0.929372619,1.195449095,1.700807143,2.135868896,2.425623968,3.070798483,3.346273823,3.934925825,4.774297925,4.735865813,4.893462682,4.882008131,4.653319454,4.664215495,4.643115815
150723,鄂伦春自治旗,Elunchunzizhiqi ,呼伦贝尔市,Hulunbeir City,内蒙古自治区,Inner Mongolia Autonomous Region,3.064794307,2.042978271,2.418184067,2.408884898,2.659868,2.695863097,3.212788868,3.778225914,5.275747395,5.777941442,6.256874489,7.028426409,7.34004196,8.352622276,9.831557259,9.756272887,9.847936842,9.827128206,9.367701273,9.392365151,9.349307273
150724,鄂温克族自治旗,Ewenkezuzizhiqi ,呼伦贝尔市,Hulunbeir City,内蒙古自治区,Inner Mongolia Autonomous Region,1.570238715,1.164636593,1.456357886,1.516414584,1.661970947,1.877490215,2.54455654,2.967864717,4.134746246,4.748444709,5.062008449,5.767188952,6.082287883,6.894750581,8.196268603,8.152078496,8.199486526,8.188105321,7.812025986,7.840320582,7.80572178
150725,陈巴尔虎旗,Chenbaerhuqi ,呼伦贝尔市,Hulunbeir City,内蒙古自治区,Inner Mongolia Autonomous Region,0.938470737,0.649273046,0.782097536,0.803205028,0.875640771,0.956251997,1.149803705,1.341287498,2.024226021,2.635162923,3.612560404,4.639302293,5.17753668,6.295668879,7.530618408,7.951697326,7.934343186,7.921299964,7.556559795,7.577887951,7.545369048
150726,新巴尔虎左旗,Xinbaerhuzuoqi ,呼伦贝尔市,Hulunbeir City,内蒙古自治区,Inner Mongolia Autonomous Region,0.120100433,0.09728468,0.117657412,0.124314233,0.141309209,0.168936534,0.288665263,0.344902499,0.515552555,0.574980662,0.809654249,1.001996043,1.187153502,1.444594175,1.93086618,2.087399269,2.145665354,2.140882149,2.041483279,2.046143241,2.03699306
150727,新巴尔虎右旗,Xinbaerhuyouqi ,呼伦贝尔市,Hulunbeir City,内蒙古自治区,Inner Mongolia Autonomous Region,0.072705427,0.050522632,0.061885946,0.084336528,0.104592631,0.153506733,0.236159643,0.375241145,0.816475935,1.016419985,1.230340581,1.510221118,1.659597075,2.095723755,2.552059593,2.494459302,2.490066597,2.486825918,2.372986753,2.378454702,2.368302847
150781,满洲里市,Manzhouli City,呼伦贝尔市,Hulunbeir City,内蒙古自治区,Inner Mongolia Autonomous Region,2.05485885,1.403515445,1.624784008,1.655332544,1.903308023,1.970464654,2.402999536,3.020558155,4.983305924,5.816379157,7.145407425,8.100361683,8.584739767,9.843422221,11.52211651,11.39481834,11.34984557,11.46887497,11.48386192,11.78807507,11.68671306
150782,牙克石市,Yakeshi City,呼伦贝尔市,Hulunbeir City,内蒙古自治区,Inner Mongolia Autonomous Region,3.851898795,2.654318468,3.206951945,3.187446136,3.477357651,3.497223634,4.128514652,4.765562544,6.622527032,7.171209538,7.714252138,8.934969834,9.311538836,10.25236984,11.63506077,11.11542973,11.12233548,11.09956883,10.5868412,10.61989102,10.58004604
150783,扎兰屯市,Zhalantun City,呼伦贝尔市,Hulunbeir City,内蒙古自治区,Inner Mongolia Autonomous Region,1.188845399,0.823567951,0.972202268,0.987577091,1.095741772,1.111143456,1.328369076,1.583996664,2.261350694,2.454862302,2.600075244,2.924858622,3.053716647,3.689026154,4.55982399,4.537774714,4.577001276,4.568622467,4.356123742,4.368408844,4.34898239
150784,额尔古纳市,Eerguna City,呼伦贝尔市,Hulunbeir City,内蒙古自治区,Inner Mongolia Autonomous Region,1.104725468,0.740181083,0.876964615,0.88516845,1.011392876,1.050017707,1.250651505,1.445077602,2.003205637,2.162022393,2.351336104,2.808759499,3.153331156,3.708676884,4.369981516,4.290447099,4.297032716,4.289738626,4.093210364,4.10284541,4.086446639
150785,根河市,Genhe City,呼伦贝尔市,Hulunbeir City,内蒙古自治区,Inner Mongolia Autonomous Region,1.571231281,1.068659942,1.246056842,1.240586675,1.364070494,1.414991835,1.659593962,1.917987896,2.685077365,2.893924035,3.07293002,3.525869743,3.660107886,4.090007258,4.651741391,4.510866386,4.536517024,4.525604905,4.313671785,4.323411036,4.303045247
150802,临河区,Linhe District,巴彦淖尔市,Bayannur City,内蒙古自治区,Inner Mongolia Autonomous Region,2.016893217,1.40776654,1.723171544,1.714112549,1.922757886,1.921010165,2.274626762,2.692954006,4.069841203,4.855040021,5.749797214,6.900204487,7.341492657,8.55444058,10.00217518,9.753410299,9.793197572,9.892996595,9.448877948,9.500495877,9.449408192
150821,五原县,Wuyuan County,巴彦淖尔市,Bayannur City,内蒙古自治区,Inner Mongolia Autonomous Region,0.801000407,0.550516834,0.668701732,0.680533715,0.788314856,0.791074004,0.960598428,1.119070224,1.585748203,1.753076808,1.936492638,2.175576332,2.263570487,2.540786226,2.953372165,2.851137784,2.906313131,2.910404368,2.797986802,2.812385578,2.808156887
150822,磴口县,Dengkou County,巴彦淖尔市,Bayannur City,内蒙古自治区,Inner Mongolia Autonomous Region,0.353353339,0.243456954,0.287380545,0.297368407,0.327670651,0.344796696,0.44664473,0.561264947,0.787711201,0.87931226,0.957395283,1.118561427,1.161524527,1.38776639,1.719396082,1.753621493,1.751086448,1.757589779,1.680951949,1.694678694,1.691767077
150823,乌拉特前旗,Wulateqianqi ,巴彦淖尔市,Bayannur City,内蒙古自治区,Inner Mongolia Autonomous Region,1.310930963,0.904338761,1.108573693,1.134892195,1.286667978,1.312522134,1.75118967,2.131156802,3.183297324,3.592143143,4.128819325,4.798763739,5.045039711,5.639759392,6.788670762,6.668112806,6.820170955,6.811550335,6.502853349,6.524738134,6.502038119
150824,乌拉特中旗,Wulatezhongqi ,巴彦淖尔市,Bayannur City,内蒙古自治区,Inner Mongolia Autonomous Region,0.279159064,0.202581039,0.286639396,0.301201886,0.34454043,0.353500686,0.463529798,0.568716544,0.833070975,1.098843126,1.383089785,1.680872841,1.751474536,2.104752469,2.540044246,2.657626826,2.828765831,2.821858501,2.689656318,2.695566472,2.682651187
150825,乌拉特后旗,Wulatehouqi ,巴彦淖尔市,Bayannur City,内蒙古自治区,Inner Mongolia Autonomous Region,0.35533847,0.237080312,0.278486756,0.276923188,0.30901466,0.315519639,0.383499204,0.481692534,0.866998611,1.127374213,1.455290911,1.656627241,1.719559208,1.934800213,2.270299718,2.191597477,2.182728402,2.177505954,2.075405976,2.079913455,2.069679794
150826,杭锦后旗,Hangjinhouqi ,巴彦淖尔市,Bayannur City,内蒙古自治区,Inner Mongolia Autonomous Region,0.525811605,0.368864264,0.449321612,0.445413697,0.508871926,0.533317208,0.64625861,0.769909669,1.12440611,1.289050374,1.455708259,1.703253395,1.776136381,2.134494114,2.761727389,2.736634259,2.728410503,2.736944087,2.601005933,2.642752638,2.634478507
150902,集宁区,Jining District,乌兰察布市,Wulanchabu City,内蒙古自治区,Inner Mongolia Autonomous Region,0.982888045,0.657611733,0.761345363,0.768703721,0.867305116,0.891961161,1.145871566,1.455988869,2.045615182,2.249200715,2.415607627,2.717838499,2.824022995,3.212628737,3.662277608,3.500945291,3.487917878,3.561525091,3.43207015,3.502738121,3.735889468
150921,卓资县,Zhuozi County,乌兰察布市,Wulanchabu City,内蒙古自治区,Inner Mongolia Autonomous Region,0.583628549,0.40663361,0.471000222,0.595101907,0.712500084,0.800371448,0.969156613,1.383601925,2.054097091,2.265447584,2.478209759,2.784980161,2.933308817,3.342217332,4.156709115,4.483958057,4.480637352,4.559744357,4.422133097,4.452623161,4.434923704
150922,化德县,Huade County,乌兰察布市,Wulanchabu City,内蒙古自治区,Inner Mongolia Autonomous Region,0.180150649,0.152385414,0.189919444,0.211754053,0.233199888,0.236590275,0.485503516,0.588410051,0.825326623,0.889615152,0.962403453,1.096180874,1.168294445,1.317661084,1.604048755,1.703239941,1.704900189,1.730697174,1.671249483,1.688125924,1.68970686
150923,商都县,Shangdu County,乌兰察布市,Wulanchabu City,内蒙古自治区,Inner Mongolia Autonomous Region,0.361542005,0.252940167,0.31610007,0.326210769,0.362005614,0.365567582,0.450576869,0.558337534,0.908670598,1.004532032,1.191109911,1.352624719,1.449729613,1.678809628,2.377837069,2.42976481,2.471820173,2.466067411,2.354138229,2.364098017,2.358331013
150924,兴和县,Xinghe County,乌兰察布市,Wulanchabu City,内蒙古自治区,Inner Mongolia Autonomous Region,0.302484354,0.202908046,0.232906089,0.240413869,0.288969393,0.313739277,0.566690621,0.798651544,1.316171009,1.484012804,1.620977889,1.81702121,1.985036712,2.755882049,3.772218028,4.07060033,4.119700289,4.168380963,3.981040348,3.988100915,4.003796914
150925,凉城县,Liangcheng County,乌兰察布市,Wulanchabu City,内蒙古自治区,Inner Mongolia Autonomous Region,0.369978812,0.252776663,0.309985591,0.349576734,0.402890019,0.412846073,0.625210102,0.83590953,1.457413233,1.812120308,2.077973458,2.352289454,2.442006186,2.702771969,3.110172437,3.050373918,3.055705723,3.071429617,2.935941575,2.948009502,2.943652324
150926,察哈尔右翼前旗,Chaha'eryouyiqianqi ,乌兰察布市,Wulanchabu City,内蒙古自治区,Inner Mongolia Autonomous Region,1.040208706,0.704537285,0.825084181,0.820912048,0.911166542,0.931326934,1.22289523,1.557649945,2.522077201,2.829332823,3.19729959,3.731957342,3.911561988,4.487270656,6.109803686,7.151317683,7.287735556,7.405923013,7.139061609,7.275357334,7.396370546
150927,察哈尔右翼中旗,Chaha'eryouyizhongqi ,乌兰察布市,Wulanchabu City,内蒙古自治区,Inner Mongolia Autonomous Region,0.252856076,0.172659868,0.210671618,0.224714861,0.247291115,0.256965524,0.30948247,0.392539496,0.594471187,0.670084286,0.72952352,0.856988705,0.890244235,1.131775804,1.598041082,1.643698108,1.679241156,1.655752789,1.572355329,1.577016242,1.5704782
150928,察哈尔右翼后旗,Chaha'eryouyihouqi ,乌兰察布市,Wulanchabu City,内蒙古自治区,Inner Mongolia Autonomous Region,0.406951879,0.28923798,0.350748789,0.368744127,0.416584311,0.452211846,0.59074606,0.765119356,1.202587184,1.322336643,1.500781794,1.693461903,1.773234987,2.093599352,2.632562414,2.803618821,2.833327437,2.832517056,2.713029578,2.718666478,2.716854628
150929,四子王旗,Siziwangqi ,乌兰察布市,Wulanchabu City,内蒙古自治区,Inner Mongolia Autonomous Region,0.243178562,0.16873578,0.207892309,0.221976662,0.267931786,0.342422881,0.422589292,0.496063471,0.737188525,0.855140089,0.934858515,1.14653712,1.191505593,1.429192252,1.831138804,2.010681907,2.049871631,2.04563667,1.951169128,1.956059655,1.947384621
150981,丰镇市,Fengzhen City,乌兰察布市,Wulanchabu City,内蒙古自治区,Inner Mongolia Autonomous Region,1.127306334,0.764216122,0.897531501,0.888089196,0.997698585,0.997595949,1.193288536,1.545674164,2.299334895,2.789310048,3.116334165,3.51281442,3.644150222,4.088413956,4.720829633,4.758766518,4.855829434,5.067302829,4.913605868,4.942476563,4.941470385
152201,乌兰浩特市,Wulanhaote City,兴安盟,Xing'an League,内蒙古自治区,Inner Mongolia Autonomous Region,1.37644029,0.924122704,1.073183826,1.119375735,1.250149868,1.276321448,1.529602072,1.77108498,2.513226513,2.711642088,3.073347368,3.572962158,3.900923545,4.604112832,5.559500817,5.795023424,5.831442886,6.004465216,6.014222691,6.30699974,6.40466458
152202,阿尔山市,Aershan City,兴安盟,Xing'an League,内蒙古自治区,Inner Mongolia Autonomous Region,0.334990876,0.252776663,0.424307832,0.437016554,0.4798956,0.496918704,0.685348698,0.839635328,1.196317947,1.292220495,1.380168352,1.562908672,1.630583141,1.854072892,2.194603035,2.11144501,2.161060774,2.157660845,2.057382545,2.063109301,2.054402379
152221,科尔沁右翼前旗,Ke'erqinyouyiqianqi ,兴安盟,Xing'an League,内蒙古自治区,Inner Mongolia Autonomous Region,0.460798561,0.335182509,0.391141412,0.428801957,0.522963153,0.562198629,0.671701863,0.787740276,1.151326951,1.30965616,1.537925726,1.919132486,2.239875773,2.798901214,3.597394737,3.807242222,4.095751858,4.08856972,3.900911994,3.911787404,3.902279884
152222,科尔沁右翼中旗,Ke'erqinyouyizhongqi ,兴安盟,Xing'an League,内蒙古自治区,Inner Mongolia Autonomous Region,0.236230603,0.171351839,0.205854149,0.231469085,0.259794599,0.267252058,0.337007443,0.425007169,0.651631878,0.7255614,0.927763606,1.13767815,1.347697275,1.552938738,1.848561056,1.780529821,1.817229733,1.81373892,1.728553578,1.732922393,1.724979264
152223,扎赉特旗,Zhalaiteqi ,兴安盟,Xing'an League,内蒙古自治区,Inner Mongolia Autonomous Region,0.748642573,0.536782526,0.6444291,0.717043034,0.804986167,0.852595388,1.008015399,1.179481387,1.674623859,1.824404526,2.080894891,2.5844877,2.79065697,3.197226814,3.728962781,3.636631969,3.733104192,3.727249739,3.556818609,3.566925559,3.555894984
152224,突泉县,Tuquan County,兴安盟,Xing'an League,内蒙古自治区,Inner Mongolia Autonomous Region,0.258315187,0.196694907,0.260328604,0.312884868,0.352677618,0.370710848,0.44155608,0.51895052,0.753783565,0.855140089,1.045038268,1.197359627,1.303692808,1.495579852,1.8275342,1.76392681,1.826923145,1.824812711,1.740705865,1.746386184,1.737771518
152501,二连浩特市,Erlianhaote City,锡林郭勒盟,Xilin Gol League,内蒙古自治区,Inner Mongolia Autonomous Region,0.415884969,0.28433287,0.338705116,0.374403071,0.455087101,0.528767395,0.679103536,0.817280537,1.270442456,1.445575089,1.612213591,2.021710025,2.285330938,2.746322235,3.221314392,3.107053164,3.101321781,3.115858516,2.978337725,3.012262054,3.004226692
152502,锡林浩特市,Xilinhaote City,锡林郭勒盟,Xilin Gol League,内蒙古自治区,Inner Mongolia Autonomous Region,1.767759262,1.258487695,1.569938978,1.821815041,1.980710539,2.0260515,2.395135258,2.781840916,4.208501976,4.953710031,5.441794721,6.145327058,6.812955477,8.241622209,10.50081206,10.36600416,10.53730953,10.63777919,10.18402643,10.27172054,10.274153
152522,阿巴嘎旗,Abagaqi ,锡林郭勒盟,Xilin Gol League,内蒙古自治区,Inner Mongolia Autonomous Region,0.082879224,0.057062778,0.065035829,0.076121931,0.08792132,0.08901808,0.123284123,0.148499687,0.232699329,0.304727863,0.424025112,0.492838445,0.538208492,0.714861676,0.932390887,0.927478556,0.940261007,0.938126731,0.894352278,0.896362242,0.892795298
152523,苏尼特左旗,Sunitezzuoqi ,锡林郭勒盟,Xilin Gol League,内蒙古自治区,Inner Mongolia Autonomous Region,0.050124561,0.040385405,0.047804114,0.075391745,0.090501403,0.101678429,0.150115189,0.186023802,0.430364687,0.52663632,0.626438674,0.700324829,0.745174561,0.881627327,1.249596034,1.273851721,1.289223855,1.286509362,1.226150912,1.228930531,1.224315496
152524,苏尼特右旗,Suniteyouqi ,锡林郭勒盟,Xilin Gol League,内蒙古自治区,Inner Mongolia Autonomous Region,0.322335665,0.229232136,0.25995803,0.268891138,0.313579424,0.382777744,0.512797187,0.627264808,0.973206863,1.104390837,1.228671191,1.377802842,1.441992564,1.668718713,2.249272861,2.42976481,2.470109571,2.464264691,2.349075314,2.355480098,2.344808183
152525,东乌珠穆沁旗,Dongwuzhumuqinqi ,锡林郭勒盟,Xilin Gol League,内蒙古自治区,Inner Mongolia Autonomous Region,0.272211105,0.186721183,0.214747938,0.245525173,0.276068974,0.325806173,0.482033981,0.585482638,0.989064345,1.379398818,1.913538523,2.361148424,2.695878116,3.406480529,4.423449807,4.609911935,4.668803594,4.66756277,4.45403114,4.464753499,4.451724444
152526,西乌珠穆沁旗,Xiwuzhumuqinqi ,锡林郭勒盟,Xilin Gol League,内蒙古自治区,Inner Mongolia Autonomous Region,0.265263146,0.178218993,0.202333691,0.21138896,0.233795292,0.238568454,0.286120938,0.385087899,0.815000821,1.031478059,1.799185294,2.685666453,3.522291695,4.315193997,5.80581542,6.238152067,6.346904348,6.337634976,6.054050728,6.078800413,6.0576699
152527,太仆寺旗,Taipusiqi ,锡林郭勒盟,Xilin Gol League,内蒙古自治区,Inner Mongolia Autonomous Region,0.229034503,0.150913881,0.172131867,0.171411255,0.191720078,0.193663778,0.234077922,0.27517684,0.42409545,0.46759282,0.498730324,0.581894398,0.603973411,0.699459753,1.007486803,1.906483699,2.013378785,2.007798491,1.910976575,1.921656884,1.910043768
152528,镶黄旗,Xianghuangqi ,锡林郭勒盟,Xilin Gol League,内蒙古自治区,Inner Mongolia Autonomous Region,0.089827183,0.059678837,0.068741575,0.06918516,0.076211708,0.076357731,0.089282686,0.162072239,0.516658891,0.564677769,0.678607118,1.09198452,1.13928051,1.257115593,1.429225464,1.371752235,1.366200954,1.360601925,1.296959392,1.300156247,1.293995411
152529,正镶白旗,Zhengxiangbaiqi ,锡林郭勒盟,Xilin Gol League,内蒙古自治区,Inner Mongolia Autonomous Region,0.202235233,0.136525559,0.156567737,0.15717262,0.173064087,0.17803616,0.289590473,0.341975086,0.487894157,0.560715118,0.648558095,0.725969213,0.779507717,0.871536412,0.999676827,0.983012766,0.987587668,0.985491673,0.939055095,0.941370213,0.93714264
152530,正蓝旗,Zhenglanqi ,锡林郭勒盟,Xilin Gol League,内蒙古自治区,Inner Mongolia Autonomous Region,0.123326271,0.087801467,0.10153742,0.138370321,0.159568264,0.193268142,0.364069811,0.579627812,0.93559144,1.121430237,1.605118682,1.806297194,1.928459539,2.131307509,2.579094122,2.554573653,2.555639681,2.551203139,2.433500281,2.439046872,2.425793019
152531,多伦县,Duolun County,锡林郭勒盟,Xilin Gol League,内蒙古自治区,Inner Mongolia Autonomous Region,0.120100433,0.080280299,0.091902482,0.164839577,0.290954073,0.300089838,0.358287254,0.414362031,0.647944091,0.85910274,1.658121821,2.072066271,2.337556021,2.702771969,3.252554293,3.384724213,3.389843352,3.392111415,3.237936424,3.252971432,3.242896616
152921,阿拉善左旗,Alashanzuoqi ,阿拉善盟,?Alashan League,内蒙古自治区,Inner Mongolia Autonomous Region,1.562546332,1.047894977,1.290155211,1.376948984,1.551424277,1.616172696,2.110864738,2.70093786,3.967689516,4.660077591,5.529020359,6.42182015,6.916438511,8.190105432,10.1451578,10.77478175,11.02996296,11.0027152,10.48696155,10.50858008,10.45693926
152922,阿拉善右旗,Alashanyouqi ,阿拉善盟,?Alashan League,内蒙古自治区,Inner Mongolia Autonomous Region,0.148884834,0.100227746,0.137297862,0.144029265,0.159568264,0.165771447,0.19660695,0.247499479,0.515552555,0.654629947,0.757068458,0.931590551,0.992276573,1.133369106,1.379361776,1.371752235,1.374183764,1.370939081,1.306670541,1.309462854,1.303176754
152923,额济纳旗,Ejinaqi ,阿拉善盟,?Alashan League,内蒙古自治区,Inner Mongolia Autonomous Region,0.644175048,0.440151861,0.532700881,0.537599729,0.637677651,0.665459602,0.868308813,1.08314288,1.566571714,1.837481275,2.153513365,2.486106515,2.636883115,3.105877476,3.88636382,3.770601094,3.822055507,3.812589942,3.633751065,3.639468205,3.61898542
640104,兴庆区,Xingqing District,银川市,Yinchuan City,宁夏回族自治区,Ningxia Hui Autonomous Region,2.321054705,2.200722692,2.264883419,2.328216069,2.308168468,2.441239247,3.053064625,3.355010899,3.881424568,4.140317887,4.25499484,4.650923619,4.94370372,5.493168796,7.677115384,7.613806188,9.088299656,9.327340205,8.548072587,8.619143194,10.21953884
640105,西夏区,Xixia District,银川市,Yinchuan City,宁夏回族自治区,Ningxia Hui Autonomous Region,2.990179913,2.76742119,2.805016143,2.895978581,2.784720751,2.837082004,3.122374297,3.286034524,3.786096781,4.115606278,4.388989738,4.744492914,5.055548824,5.806270294,8.102167651,8.195508019,9.747544398,9.977218401,9.143899966,9.246992253,10.96995291
640106,金凤区,Jinfeng District,银川市,Yinchuan City,宁夏回族自治区,Ningxia Hui Autonomous Region,1.980667444,1.927819498,2.037042831,2.104748901,2.02689606,2.061691473,2.348592647,2.546883685,3.100481945,3.443578865,3.700623793,4.155889083,4.417506285,4.959030082,6.998852596,7.192649665,8.604809955,8.803585469,8.057503308,8.116982149,9.617571705
640121,永宁县,Yongning County,银川市,Yinchuan City,宁夏回族自治区,Ningxia Hui Autonomous Region,1.737736635,1.629323469,1.652801035,1.702767846,1.659878935,1.715235051,2.011832291,2.120057874,2.412693511,2.679123612,2.876949274,3.173588027,3.392509712,4.040460787,5.920574086,5.813719428,6.912596,7.062852833,6.459492519,6.508135268,7.715159748
640122,贺兰县,Helan County,银川市,Yinchuan City,宁夏回族自治区,Ningxia Hui Autonomous Region,1.274321257,1.239685608,1.264221847,1.303645091,1.254202342,1.302595926,1.510527598,1.710062299,2.141925334,2.328026196,2.471023555,2.770357327,2.944753977,3.331731701,4.740442356,4.919174174,5.893347441,6.110874572,5.641632827,5.989118512,7.490888915
640181,灵武市,Lingwu City,银川市,Yinchuan City,宁夏回族自治区,Ningxia Hui Autonomous Region,2.478746633,2.312234332,2.357499469,2.423059692,2.340384691,2.459539767,2.859949888,3.303140665,4.269567025,5.120117167,5.693469477,6.729221252,7.736078126,9.467276948,14.26684806,14.27863567,16.97506207,17.32660559,15.88234673,16.26075134,19.40921974
640202,大武口区,Dawukou District,石嘴山市,Shizuishan City,宁夏回族自治区,Ningxia Hui Autonomous Region,2.615412971,2.425051729,2.435572504,2.521800998,2.448680763,2.486363817,2.816565207,2.991367448,3.402922547,3.793392561,4.03462578,4.393519784,4.745910533,5.338069511,7.487634253,7.493397208,8.904704243,9.389126608,8.661218089,8.815936007,10.45764051
640205,惠农区,Huinong District,石嘴山市,Shizuishan City,宁夏回族自治区,Ningxia Hui Autonomous Region,2.321054705,2.139090966,2.13705796,2.186080556,2.093311042,2.124615179,2.317641381,2.595718959,2.972860705,3.182662777,3.327211541,3.583527468,3.814368426,4.319971263,6.005925947,5.829663996,6.948531046,7.540363478,6.942866039,7.07156685,8.409018409
640221,平罗县,Pingluo County,石嘴山市,Shizuishan City,宁夏回族自治区,Ningxia Hui Autonomous Region,1.219484244,1.170741643,1.238707784,1.291172505,1.254697976,1.342455963,1.552854115,1.723857574,2.036040071,2.246189047,2.376438921,2.650306156,2.878322489,3.29192012,4.789377423,4.695400408,5.594759882,5.807798761,5.311718712,5.389712648,6.402472902
640302,利通区,Litong District,吴忠市,Wuzhong City,宁夏回族自治区,Ningxia Hui Autonomous Region,2.130972002,1.993629647,2.058474645,2.143725733,2.079928919,2.114336805,2.282192922,2.391824793,2.703024069,2.86879324,3.052324949,3.422870753,3.825252681,4.601969963,6.859444556,7.108528322,8.946519568,9.59021907,8.976385916,9.344339887,11.24921249
640323,盐池县,Yanchi County,吴忠市,Wuzhong City,宁夏回族自治区,Ningxia Hui Autonomous Region,0.814883694,0.811136191,0.877428644,0.93752272,0.995233473,1.043380339,1.117420065,1.187221373,1.431779895,1.564533734,1.891692674,2.216003388,2.382901224,2.926151218,4.581118882,4.86529253,5.913601739,6.014449872,5.489678916,5.511150854,6.5259471
